date,open,high,low,close,volume,adjusted_close
2026-05-01,182.0,183.0399932861328,177.41000366210938,181.0800018310547,4972100,181.0800018310547
2026-05-04,181.63999938964844,187.27000427246094,180.9499969482422,184.55999755859375,4891100,184.55999755859375
2026-05-05,186.0,186.24000549316406,180.52000427246094,183.97999572753906,5150700,183.97999572753906
2026-05-06,180.44000244140625,184.97999572753906,179.19000244140625,183.67999267578125,5595600,183.67999267578125
2026-05-07,190.77000427246094,199.08999633789062,190.77000427246094,196.52999877929688,10556600,196.52999877929688
2026-05-08,194.85000610351562,208.08999633789062,193.42999267578125,207.8800048828125,11637900,207.8800048828125
