date,open,high,low,close,volume,adjusted_close
2026-05-01,454.69000244140625,457.9700012207031,445.56500244140625,455.6400146484375,1522000,455.6400146484375
2026-05-04,456.8999938964844,471.80999755859375,455.3999938964844,469.239990234375,2183600,469.239990234375
2026-05-05,474.3900146484375,480.6600036621094,466.0,476.5299987792969,2225000,476.5299987792969
2026-05-06,468.3999938964844,475.2959899902344,457.4599914550781,468.07000732421875,2198900,468.07000732421875
2026-05-07,486.0899963378906,506.7900085449219,486.0899963378906,505.7200012207031,5114500,505.7200012207031
2026-05-08,499.17498779296875,528.9149780273438,492.3299865722656,527.77001953125,4036500,527.77001953125
