date,open,high,low,close,volume,adjusted_close
2026-05-01,179.1300048828125,179.99000549316406,171.14999389648438,177.00999450683594,21111500,177.00999450683594
2026-05-04,177.22000122070312,180.49000549316406,166.8300018310547,168.3800048828125,23117400,168.3800048828125
2026-05-05,167.64999389648438,187.22000122070312,164.7899932861328,186.5500030517578,34274900,186.5500030517578
2026-05-06,195.17999267578125,197.5,188.22000122070312,192.57000732421875,30145000,192.57000732421875
2026-05-07,190.6699981689453,223.66000366210938,187.63999938964844,202.5500030517578,51092200,202.5500030517578
2026-05-08,213.0,228.0500030517578,208.6300048828125,219.08999633789062,37789900,219.08999633789062
