date,open,high,low,close,volume,adjusted_close
2024-01-02,187.14999389648438,188.44000244140625,183.88999938964844,185.63999938964844,82488700,183.56219482421875
2024-01-03,184.22000122070312,185.8800048828125,183.42999267578125,184.25,58414500,182.187744140625
2024-01-04,182.14999389648438,183.08999633789062,180.8800048828125,181.91000366210938,71983600,179.87393188476562
2024-01-05,181.99000549316406,182.75999450683594,180.1699981689453,181.17999267578125,62379700,179.152099609375
2024-01-08,182.08999633789062,185.60000610351562,181.5,185.55999755859375,59144500,183.48309326171875
2024-01-09,183.9199981689453,185.14999389648438,182.72999572753906,185.13999938964844,42841800,183.0677947998047
2024-01-10,184.35000610351562,186.39999389648438,183.9199981689453,186.19000244140625,46792900,184.10606384277344
2024-01-11,186.5399932861328,187.0500030517578,183.6199951171875,185.58999633789062,49128400,183.5127410888672
2024-01-12,186.05999755859375,186.74000549316406,185.19000244140625,185.9199981689453,40477800,183.8390350341797
2024-01-16,182.16000366210938,184.25999450683594,180.92999267578125,183.6300048828125,65603000,181.57467651367188
2024-01-17,181.27000427246094,182.92999267578125,180.3000030517578,182.67999267578125,47317400,180.63531494140625
2024-01-18,186.08999633789062,189.13999938964844,185.8300018310547,188.6300048828125,78005800,186.51873779296875
2024-01-19,189.3300018310547,191.9499969482422,188.82000732421875,191.55999755859375,68903000,189.41592407226562
2024-01-22,192.3000030517578,195.3300018310547,192.25999450683594,193.88999938964844,60133900,191.7198486328125
2024-01-23,195.02000427246094,195.75,193.8300018310547,195.17999267578125,42355600,192.99539184570312
2024-01-24,195.4199981689453,196.3800048828125,194.33999633789062,194.5,53631300,192.322998046875
2024-01-25,195.22000122070312,196.27000427246094,193.11000061035156,194.1699981689453,54822100,191.99671936035156
2024-01-26,194.27000427246094,194.75999450683594,191.94000244140625,192.4199981689453,44594000,190.2662811279297
2024-01-29,192.00999450683594,192.1999969482422,189.5800018310547,191.72999572753906,47145600,189.5840301513672
2024-01-30,190.94000244140625,191.8000030517578,187.47000122070312,188.0399932861328,55859400,185.93531799316406
2024-01-31,187.0399932861328,187.10000610351562,184.35000610351562,184.39999389648438,55467800,182.3360595703125
2024-02-01,183.99000549316406,186.9499969482422,183.82000732421875,186.86000061035156,64885400,184.76853942871094
2024-02-02,179.86000061035156,187.3300018310547,179.25,185.85000610351562,102551700,183.7698211669922
2024-02-05,188.14999389648438,189.25,185.83999633789062,187.67999267578125,69668800,185.57936096191406
2024-02-06,186.86000061035156,189.30999755859375,186.77000427246094,189.3000030517578,43490800,187.18121337890625
2024-02-07,190.63999938964844,191.0500030517578,188.61000061035156,189.41000366210938,53439000,187.2899932861328
2024-02-08,189.38999938964844,189.5399932861328,187.35000610351562,188.32000732421875,40962000,186.2122039794922
2024-02-09,188.64999389648438,189.99000549316406,188.0,188.85000610351562,45155200,186.97451782226562
2024-02-12,188.4199981689453,188.6699981689453,186.7899932861328,187.14999389648438,41781900,185.29139709472656
2024-02-13,185.77000427246094,186.2100067138672,183.50999450683594,185.0399932861328,56529500,183.20236206054688
2024-02-14,185.32000732421875,185.52999877929688,182.44000244140625,184.14999389648438,54630500,182.32122802734375
2024-02-15,183.5500030517578,184.49000549316406,181.35000610351562,183.86000061035156,65434500,182.0341033935547
2024-02-16,183.4199981689453,184.85000610351562,181.6699981689453,182.30999755859375,49752500,180.4994659423828
2024-02-20,181.7899932861328,182.42999267578125,180.0,181.55999755859375,53665600,179.75692749023438
2024-02-21,181.94000244140625,182.88999938964844,180.66000366210938,182.32000732421875,41371400,180.50941467285156
2024-02-22,183.47999572753906,184.9600067138672,182.4600067138672,184.3699951171875,52292200,182.5390167236328
2024-02-23,185.00999450683594,185.0399932861328,182.22999572753906,182.52000427246094,45119700,180.70738220214844
2024-02-26,182.24000549316406,182.75999450683594,180.64999389648438,181.16000366210938,40867400,179.3609161376953
2024-02-27,181.10000610351562,183.9199981689453,179.55999755859375,182.6300048828125,54318900,180.81629943847656
2024-02-28,182.50999450683594,183.1199951171875,180.1300048828125,181.4199981689453,48953900,179.6183319091797
2024-02-29,181.27000427246094,182.57000732421875,179.52999877929688,180.75,136682600,178.95497131347656
2024-03-01,179.5500030517578,180.52999877929688,177.3800048828125,179.66000366210938,73563100,177.87582397460938
2024-03-04,176.14999389648438,176.89999389648438,173.7899932861328,175.10000610351562,81510100,173.36109924316406
2024-03-05,170.75999450683594,172.0399932861328,169.6199951171875,170.1199951171875,95132400,168.4305419921875
2024-03-06,171.05999755859375,171.24000549316406,168.67999267578125,169.1199951171875,68587700,167.44046020507812
2024-03-07,169.14999389648438,170.72999572753906,168.49000549316406,169.0,71765100,167.32168579101562
2024-03-08,169.0,173.6999969482422,168.94000244140625,170.72999572753906,76267000,169.0344696044922
2024-03-11,172.94000244140625,174.3800048828125,172.0500030517578,172.75,60139500,171.034423828125
2024-03-12,173.14999389648438,174.02999877929688,171.00999450683594,173.22999572753906,59825400,171.50965881347656
2024-03-13,172.77000427246094,173.19000244140625,170.75999450683594,171.1300048828125,52488700,169.4305419921875
2024-03-14,172.91000366210938,174.30999755859375,172.0500030517578,173.0,72913500,171.2819366455078
2024-03-15,171.1699981689453,172.6199951171875,170.2899932861328,172.6199951171875,121752700,170.9056854248047
2024-03-18,175.57000732421875,177.7100067138672,173.52000427246094,173.72000122070312,75604200,171.99478149414062
2024-03-19,174.33999633789062,176.61000061035156,173.02999877929688,176.0800018310547,55215200,174.33135986328125
2024-03-20,175.72000122070312,178.6699981689453,175.08999633789062,178.6699981689453,53423100,176.8956298828125
