date,open,high,low,close,volume,adjusted_close
2024-01-02,59.459999084472656,59.7599983215332,57.54999923706055,58.16999816894531,8894100,57.712257385253906
2024-01-03,57.0099983215332,57.43000030517578,56.34000015258789,56.7599983215332,6446200,56.3133659362793
2024-01-04,56.029998779296875,59.060001373291016,55.630001068115234,58.06999969482422,17872600,57.67402267456055
2024-01-05,58.54999923706055,61.150001525878906,58.52000045776367,59.91999816894531,17199800,59.51140594482422
2024-01-08,60.0,64.45999908447266,59.95000076293945,64.11000061035156,18835100,63.67283630371094
2024-01-09,63.11000061035156,63.97999954223633,63.060001373291016,63.470001220703125,10379500,63.03719711303711
2024-01-10,64.01000213623047,64.30000305175781,62.2400016784668,63.43000030517578,9645300,62.99746322631836
2024-01-11,63.4900016784668,66.05000305175781,62.90999984741211,65.87000274658203,17050700,65.42082977294922
2024-01-12,65.87000274658203,67.1500015258789,65.44000244140625,65.68000030517578,13828900,65.23211669921875
2024-01-16,65.56999969482422,66.98999786376953,64.66000366210938,65.5199966430664,10386300,65.0732192993164
2024-01-17,64.69000244140625,65.44000244140625,63.279998779296875,65.36000061035156,10483700,64.914306640625
2024-01-18,67.33000183105469,69.87999725341797,67.33000183105469,68.20999908447266,22439700,67.744873046875
2024-01-19,69.0,71.20999908447266,68.62000274658203,71.08000183105469,18636700,70.59530639648438
2024-01-22,72.13999938964844,72.55000305175781,68.93000030517578,70.11000061035156,14311500,69.63192749023438
2024-01-23,70.05000305175781,70.7300033569336,68.86000061035156,70.5999984741211,10142400,70.11857604980469
2024-01-24,71.75,73.23999786376953,71.08999633789062,72.27999877929688,13684800,71.78711700439453
2024-01-25,73.45999908447266,73.52999877929688,69.91000366210938,70.0,15890500,69.52265930175781
2024-01-26,68.69999694824219,69.56999969482422,67.77999877929688,68.04000091552734,14228700,67.57603454589844
2024-01-29,68.44999694824219,70.19999694824219,68.19000244140625,70.13999938964844,8733600,69.66170501708984
2024-01-30,70.0,70.76000213623047,68.33999633789062,68.83000183105469,9223600,68.36064910888672
2024-01-31,67.41000366210938,69.44999694824219,66.69000244140625,67.69999694824219,10017700,67.23834991455078
2024-02-01,68.19999694824219,68.25,65.51000213623047,66.87000274658203,11575400,66.41402435302734
2024-02-02,67.0999984741211,68.66999816894531,66.69999694824219,67.52999877929688,11434100,67.06952667236328
2024-02-05,67.68000030517578,68.05000305175781,65.7699966430664,67.0199966430664,8514300,66.56298065185547
2024-02-06,67.22000122070312,67.48999786376953,65.8499984741211,67.08000183105469,8569000,66.6225814819336
2024-02-07,67.66999816894531,69.73999786376953,66.01000213623047,69.37000274658203,15516000,68.89697265625
2024-02-08,70.19999694824219,72.86000061035156,69.95999908447266,71.0199966430664,17086400,70.53570556640625
2024-02-09,68.2300033569336,69.45999908447266,66.93000030517578,68.83000183105469,21879400,68.36064910888672
2024-02-12,69.05999755859375,72.72000122070312,68.8499984741211,70.41999816894531,14266600,69.93978881835938
2024-02-13,67.75,69.66999816894531,67.05999755859375,68.12999725341797,12862600,67.66542053222656
2024-02-14,69.41000366210938,69.54000091552734,68.05999755859375,68.95999908447266,10569200,68.48975372314453
2024-02-15,68.5,68.68000030517578,66.55999755859375,67.44000244140625,12986600,66.98011779785156
2024-02-16,67.30999755859375,68.16999816894531,65.95999908447266,66.29000091552734,11088200,65.83795928955078
2024-02-20,65.80999755859375,66.08000183105469,63.529998779296875,65.04000091552734,12304900,64.59648895263672
2024-02-21,64.5,65.55000305175781,63.86000061035156,65.5199966430664,8797500,65.0732192993164
2024-02-22,68.86000061035156,70.4000015258789,68.2300033569336,69.87000274658203,16683200,69.3935546875
2024-02-23,69.8499984741211,70.37999725341797,67.52999877929688,67.58000183105469,8541900,67.1191635131836
2024-02-26,68.33000183105469,68.93000030517578,67.94999694824219,68.62000274658203,6307000,68.1520767211914
2024-02-27,69.52999877929688,71.16000366210938,69.11000061035156,69.12999725341797,10797500,68.65859985351562
2024-02-28,68.22000122070312,68.37999725341797,67.2300033569336,67.54000091552734,7690300,67.07945251464844
2024-02-29,68.77999877929688,71.79000091552734,68.68000030517578,71.66000366210938,14234400,71.17135620117188
2024-03-01,73.98999786376953,78.08999633789062,73.45999908447266,77.61000061035156,20462800,77.0807876586914
2024-03-04,78.73999786376953,80.08999633789062,77.1500015258789,79.3499984741211,17817800,78.80891418457031
2024-03-05,78.30000305175781,79.58999633789062,77.54000091552734,78.7300033569336,11051900,78.19314575195312
2024-03-06,81.63999938964844,82.51000213623047,79.77999877929688,81.37000274658203,16829500,80.81514739990234
2024-03-07,81.18000030517578,85.76000213623047,80.9800033569336,85.08999633789062,30723300,84.509765625
2024-03-08,80.94999694824219,81.4000015258789,75.37999725341797,75.41999816894531,40992400,74.90570068359375
2024-03-11,74.05000305175781,74.05000305175781,70.91000366210938,72.36000061035156,20587300,71.86658477783203
2024-03-12,73.08000183105469,73.26000213623047,71.2699966430664,71.7699966430664,16875600,71.28058624267578
2024-03-13,70.66000366210938,70.70999908447266,67.30999755859375,67.62999725341797,27385900,67.1688232421875
2024-03-14,67.30000305175781,67.47000122070312,65.22000122070312,66.08000183105469,21934700,65.62939453125
2024-03-15,65.72000122070312,68.2300033569336,65.1500015258789,66.87000274658203,18474800,66.41402435302734
2024-03-18,67.83000183105469,68.22000122070312,66.45999908447266,67.19999694824219,11330500,66.74176025390625
2024-03-19,65.0,66.05000305175781,63.459999084472656,65.05999755859375,19428300,64.61634826660156
2024-03-20,65.04000091552734,66.05000305175781,64.55000305175781,65.54000091552734,14717300,65.09308624267578
2024-03-21,68.0,68.55999755859375,66.44999694824219,66.58999633789062,17415900,66.13591766357422
2024-03-22,66.30000305175781,67.26000213623047,65.76000213623047,66.54000091552734,10233800,66.08625793457031
2024-03-25,65.55999755859375,67.06999969482422,64.44000244140625,66.12000274658203,9915500,65.66913604736328
2024-03-26,66.94000244140625,68.94000244140625,66.83999633789062,68.26000213623047,13401300,67.79454803466797
2024-03-27,71.55000305175781,72.7699966430664,70.3499984741211,72.30999755859375,22855100,71.81690216064453
2024-03-28,72.0,72.58000183105469,70.52999877929688,70.87999725341797,12474000,70.39665985107422
2024-04-01,71.48999786376953,73.9000015258789,71.44999694824219,73.19999694824219,10137800,72.70084381103516
2024-04-02,72.0,73.70999908447266,71.51000213623047,73.58999633789062,12361400,73.08818054199219
2024-04-03,73.16000366210938,75.52999877929688,72.45999908447266,73.02999877929688,11338900,72.53199005126953
2024-04-04,75.0199966430664,76.29000091552734,70.41999816894531,70.87999725341797,13364200,70.39665985107422
2024-04-05,71.41999816894531,72.72000122070312,71.05000305175781,72.6500015258789,9567200,72.15459442138672
2024-04-08,73.13999938964844,73.61000061035156,71.36000061035156,71.91999816894531,8656700,71.4295654296875
2024-04-09,73.2699966430664,74.08000183105469,71.80000305175781,73.33999633789062,9753800,72.83988952636719
2024-04-10,72.19999694824219,74.05999755859375,70.33999633789062,71.43000030517578,13930500,70.94292449951172
2024-04-11,72.2300033569336,74.04000091552734,68.55999755859375,71.52999877929688,24859600,71.10196685791016
2024-04-12,69.9800033569336,72.31999969482422,69.9000015258789,70.16000366210938,14256700,69.74015808105469
2024-04-15,71.16000366210938,71.77999877929688,67.69999694824219,67.87999725341797,12431800,67.47380828857422
2024-04-16,67.33000183105469,68.98999786376953,67.13999938964844,68.27999877929688,8642600,67.87139892578125
2024-04-17,68.44999694824219,69.38999938964844,66.3499984741211,66.4800033569336,9761000,66.08218383789062
2024-04-18,65.5,66.37999725341797,64.37000274658203,65.23999786376953,11870200,64.84960174560547
2024-04-19,64.75,65.72000122070312,61.939998626708984,62.130001068115234,14886800,61.75821304321289
2024-04-22,62.779998779296875,63.36000061035156,61.720001220703125,62.880001068115234,9851200,62.50372314453125
2024-04-23,63.599998474121094,64.66999816894531,62.95000076293945,63.86000061035156,9155100,63.47785568237305
2024-04-24,64.7699966430664,65.66000366210938,63.58000183105469,64.8499984741211,9111600,64.46192169189453
2024-04-25,65.54000091552734,68.02999877929688,65.4800033569336,67.4800033569336,12342200,67.0761947631836
2024-04-26,68.52999877929688,69.73999786376953,67.80000305175781,69.62000274658203,11543800,69.20338439941406
2024-04-29,69.55999755859375,70.08999633789062,68.18000030517578,68.75,9051800,68.33859252929688
2024-04-30,67.56999969482422,68.5199966430664,65.76000213623047,65.91000366210938,12782900,65.51558685302734
2024-05-01,64.48999786376953,66.83999633789062,63.34000015258789,63.81999969482422,11171200,63.4380989074707
2024-05-02,65.12000274658203,67.08999633789062,64.8499984741211,66.66999816894531,12956900,66.27104187011719
2024-05-03,69.0199966430664,69.37999725341797,67.58000183105469,68.51000213623047,9011500,68.10002899169922
2024-05-06,69.33000183105469,69.97000122070312,68.48999786376953,69.81999969482422,7018800,69.40219116210938
2024-05-07,69.68000030517578,69.97000122070312,68.63999938964844,68.68000030517578,6454800,68.26901245117188
2024-05-08,67.86000061035156,68.72000122070312,67.54000091552734,68.11000061035156,6611000,67.70243072509766
2024-05-09,67.86000061035156,68.91999816894531,67.5199966430664,67.68000030517578,13647800,67.2750015258789
2024-05-10,68.16999816894531,69.4000015258789,67.86000061035156,68.47000122070312,8484100,68.0602798461914
2024-05-13,69.0,70.52999877929688,68.8499984741211,69.0199966430664,5261400,68.60697937011719
2024-05-14,68.44999694824219,69.0,66.97000122070312,68.0199966430664,9267400,67.61296081542969
2024-05-15,68.94999694824219,70.18000030517578,68.18000030517578,70.1500015258789,10009000,69.73021697998047
2024-05-16,70.79000091552734,74.55000305175781,70.7699966430664,73.08000183105469,18116300,72.64269256591797
2024-05-17,73.66999816894531,74.0199966430664,71.88999938964844,71.91999816894531,7874800,71.48961639404297
